2017-11-07 22-42-46:Test 1
2017-11-07 22-42-49:Test 1
2017-11-17 22-51-48 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-51-53 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-51-57 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-52-01 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-52-06 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-52-11 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-52-15 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-52-19 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-52-23 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-52-28 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-52-32 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-52-37 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-52-41 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-52-45 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-52-50 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-52-54 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-52-58 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-53-03 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-53-07 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-53-11 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-53-15 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-53-20 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-53-24 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-53-28 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-53-33 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-53-37 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-53-41 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-53-45 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-53-50 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-53-54 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-53-58 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-54-03 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-54-07 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-54-11 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-54-15 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-54-20 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-54-24 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-54-29 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-54-33 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-54-37 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-54-42 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-54-46 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-54-50 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-54-54 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-54-59 : Telegram - offset_check: 100888957, offset_compare: 100888957
